Filial;Remetente;Destinatário;Faturado;Origem;Estado Origem;Destino;Estado Destino;Doc/Minuta;Data Frete;N° Referência;N° Manifesto;Nota Fiscal;Agente de Entrega;Agente de Coleta;Ocorrência;Data Ocorrência;Observações ocorrência
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Tatiana maria Conceição Bezerra;ADRIANA MACHADO DE MELO NUNES;ADRIANA MACHADO DE MELO NUNES;Diadema;SP;Agudos;SP;83188/261467;30/10/2025 22:55;DIADEMA X AGUDOS ;;"=""3010""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SHERWIN WILLIAMS DO BRASIL IND COM LTDA;DISTRIBUIDORA ARTIER - TINTAS E COMPLEMENTOS;DISTRIBUIDORA ARTIER - TINTAS E COMPLEMENTOS;Osasco;SP;Jaú;SP;82744/259829;29/10/2025 12:29;;;"=""323814""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TR RODOGARCIA | AGU;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Osasco;SP;Agudos;SP;/261671;31/10/2025 14:31;;;"=""311025""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Braschemical Anhanguera;SPIKES INJETADOS;SPIKES INJETADOS;Osasco;SP;Jaú;SP;82993/260646;30/10/2025 09:33;;;"=""80138""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;STAMPTRON-EMBALATRON;HB FULLER CWB;Curitiba;PR;Jaú;SP;39196/259315;28/10/2025 19:04;;;"=""23911""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARTECNI;BERNAL & SIROMA;BERNAL & SIROMA;São Paulo;SP;Bauru;SP;82996/260650;30/10/2025 09:45;;;"=""3237""";;;Comprovante de Entrega Anexado;03/11/2025 12:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INDUSTRIA QUIMICA ANASTACIO S.A.;ICEFRESH ;ICEFRESH ;Osasco;SP;Bauru;SP;83093/260691;30/10/2025 10:48;;;"=""269886""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INDUSTRIA QUIMICA ANASTACIO S.A.;ICEFRESH ;ICEFRESH ;Osasco;SP;Bauru;SP;83093/260691;30/10/2025 10:48;;;"=""269889""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INDUSTRIA QUIMICA ANASTACIO S.A.;ICEFRESH ;ICEFRESH ;Osasco;SP;Bauru;SP;83093/260691;30/10/2025 10:48;;;"=""269885""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;TECNAUT INDUSTRIA E COMERCIO DE METAIS LTDA;PPG SUM;Sumaré;SP;Botucatu;SP;31133/260928;30/10/2025 18:09;;;"=""398732""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;TECNAUT INDUSTRIA E COMERCIO DE METAIS LTDA;PPG SUM;Sumaré;SP;Botucatu;SP;31133/260928;30/10/2025 18:09;;;"=""398713""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ELECON INDUSTRIA E COMERCIO LTDA;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;Guarulhos;SP;Bauru;SP;83134/261251;30/10/2025 20:10;;;"=""362009""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ELECON INDUSTRIA E COMERCIO LTDA;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;Guarulhos;SP;Bauru;SP;83134/261251;30/10/2025 20:10;;;"=""362010""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WORTEX ROSCAS;PLASÚTIL INDUSTRIA E COMERCIO DE PLÁSTICOS LTDA;PLASÚTIL INDUSTRIA E COMERCIO DE PLÁSTICOS LTDA;Campinas;SP;Bauru;SP;31023/259849;29/10/2025 13:55;CAMPINAS X BAURU;;"=""9667""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WORTEX ROSCAS;PLASÚTIL INDUSTRIA E COMERCIO DE PLÁSTICOS LTDA;PLASÚTIL INDUSTRIA E COMERCIO DE PLÁSTICOS LTDA;Campinas;SP;Bauru;SP;31023/259849;29/10/2025 13:55;CAMPINAS X BAURU;;"=""9668""";;;Comprovante de Entrega Anexado;03/11/2025 12:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MGA E SUFLON;RT PONTES ;RT PONTES ;Guarulhos;SP;Bauru;SP;83144/261305;30/10/2025 20:51;;;"=""304880""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;UNIWELD INDUSTRIA DE ELETRODOS LTDA;SNT INDUSTRIAL LTDA;SNT INDUSTRIAL LTDA;Osasco;SP;Jaú;SP;82719/259842;29/10/2025 13:51;;;"=""112502""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;CAIO INDUSCAR IND E COM DE CARROCERIAS LTDA;PPG SUM;Sumaré;SP;Botucatu;SP;31132/260927;30/10/2025 18:09;;;"=""398712""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;CAIO INDUSCAR IND E COM DE CARROCERIAS LTDA;PPG SUM;Sumaré;SP;Botucatu;SP;31132/260927;30/10/2025 18:09;;;"=""398681""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARMOR BRASIL INDUSTRIA E COMERCIO DE FITAS PARA IMPRESSAO LT;VERSATIL ETIQUETAS;VERSATIL ETIQUETAS;Osasco;SP;Bauru;SP;82991/260643;30/10/2025 09:24;;;"=""10783""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LAMIEX INDUSTRIA DE PLASTICOS LTDA;MARKET HOUSE MOVEIS PLANEJADOS LTDA;MARKET HOUSE MOVEIS PLANEJADOS LTDA;Osasco;SP;Bauru;SP;83083/260802;30/10/2025 15:47;;;"=""56590""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LAMIEX INDUSTRIA DE PLASTICOS LTDA;MARKET HOUSE MOVEIS PLANEJADOS LTDA;MARKET HOUSE MOVEIS PLANEJADOS LTDA;Osasco;SP;Bauru;SP;83083/260802;30/10/2025 15:47;;;"=""56593""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;REFRIGAS ;REFRIGAS ;Osasco;SP;Bauru;SP;83167/261332;30/10/2025 21:20;;;"=""704809""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;REFRIGAS ;REFRIGAS ;Osasco;SP;Bauru;SP;83167/261332;30/10/2025 21:20;;;"=""704800""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ICDER IND E COM DISCOS E REBOL;SUPRIMIG;SUPRIMIG;Osasco;SP;Bauru;SP;83024/260734;30/10/2025 12:06;;;"=""160295""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FBS LUBRIFICANTES ESPECIAIS LTDA;BANDEIRANTES BAURU;BANDEIRANTES BAURU;Osasco;SP;Bauru;SP;83023/260733;30/10/2025 12:04;;;"=""17717""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;SANTORO MATS PARA CONSTR LTDA ME;TIGRE | CASTRO | 0002-50;Castro;PR;Barra Bonita;SP;56870/260137;29/10/2025 17:56;;;"=""213761""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIO DEFENSE COMERCIO DE MATERIAL DE LIMPEZA LTDA;UL BRASIL;UL BRASIL;Taboão da Serra;SP;Bariri;SP;82990/260611;30/10/2025 05:16;TABOÃO DA SERRA X BARIRI;;"=""2063""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;B2 PNEUS - ITAPEVI;MAURICIO ALBERICO REYES;B2 PNEUS - ITAPEVI;Itapevi;SP;Itapuí;SP;83180/260853;30/10/2025 17:13;;;"=""99454""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LOJAO DO SOM;BIGUA ;BIGUA ;Mogi das Cruzes;SP;Bauru;SP;82984/260606;30/10/2025 05:06;;;"=""6554""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WHB DO BRASIL LTDA;INDUSTRIAS TUDOR ;INDUSTRIAS TUDOR ;Osasco;SP;Bauru;SP;82992/260645;30/10/2025 09:30;;;"=""338197""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIAMM LATIN AMERICA COMPONENTES AUTOMOBILISTICOS LTDA;BIGUA ;BIGUA ;São Bernardo do Campo;SP;Bauru;SP;83136/261262;30/10/2025 20:15;;;"=""184272""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER GRU - 0004-90;LULE L2 INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;HB FULLER GRU - 0004-90;Guarulhos;SP;Avaré;SP;82266/258646;27/10/2025 22:31;;;"=""86718""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIO DEFENSE COMERCIO DE MATERIAL DE LIMPEZA LTDA;ULTRALIGHT FOODS COMERCIO DE ARMADILHAS LTDA;ULTRALIGHT FOODS COMERCIO DE ARMADILHAS LTDA;Taboão da Serra;SP;Bariri;SP;82988/260614;30/10/2025 05:31;TABOÃO DA SERRA X BARIRI;;"=""2064""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIO DEFENSE COMERCIO DE MATERIAL DE LIMPEZA LTDA;ULTRALIGHT;ULTRALIGHT;Taboão da Serra;SP;Bariri;SP;82986/260612;30/10/2025 05:23;SP X BARIRI;;"=""2061""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SERV END INDUSTRIA E COMERCIO LTDA;CIBELE SERIGATTO SAVI MORINI ME;CIBELE SERIGATTO SAVI MORINI ME;Diadema;SP;Bauru;SP;83020/260705;30/10/2025 11:22;;;"=""17384""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - SERRA;MEGA BYTE COMPUTADORES;ROUTE 66 - SERRA;Jundiaí;SP;Lençóis Paulista;SP;82684/259698;28/10/2025 23:42;;;"=""77834""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FNA INDUSTRIA E COMERCIO LTDA;BIGUA ;BIGUA ;São Paulo;SP;Bauru;SP;83138/261273;30/10/2025 20:25;;;"=""1193""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;DEPOSITO DE TINTAS AVARE LTDA;PPG SUM;Sumaré;SP;Avaré;SP;30949/259473;28/10/2025 21:08;;;"=""398297""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;LOPES E OLIVEIRA ITATINGA LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Itatinga;SP;56712/259157;28/10/2025 18:15;;;"=""212986""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DIAS amp LOPES EMBALAGENS EIRELI;PALHATEC MAQUINAS;DIAS amp LOPES EMBALAGENS EIRELI;Osasco;SP;Bauru;SP;82736/259934;29/10/2025 15:42;;;"=""18156""";;;Comprovante de Entrega Anexado;03/11/2025 12:21;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BRASFORMER PRODUTOS ELETRICOS LTDA;GALI ;GALI ;São Paulo;SP;Bauru;SP;82819/260464;29/10/2025 22:31;;;"=""9498""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FORMINENO COM.DE LAM.LTDA;OSTENDER MOBILIARIO ;OSTENDER MOBILIARIO ;São Paulo;SP;Bauru;SP;82817/260460;29/10/2025 22:27;;;"=""27946""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TECNOPAR FIXADORES E FERRAMENTAS;GALI ;GALI ;São Bernardo do Campo;SP;Bauru;SP;82798/260382;29/10/2025 21:17;;;"=""5951""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;RICAR;SABORES CAFE ZANOTTO LTDA;SABORES CAFE ZANOTTO LTDA;São Paulo;SP;Bauru;SP;82768/260011;29/10/2025 17:02;;;"=""41276""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HENGST INDUSTRIA DE FILTROS LTDA;GALI ;GALI ;Osasco;SP;Bauru;SP;82708/259754;29/10/2025 09:52;;;"=""14214""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HELLERMANNTYTON LTDA;GALI ;GALI ;Osasco;SP;Bauru;SP;82694/259765;29/10/2025 10:23;;;"=""559442""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CHURRASCAO BRASIL LTDA - METALURGICA BRASIL;ROTULABEL;CHURRASCAO BRASIL LTDA - METALURGICA BRASIL;Itaquaquecetuba;SP;Bauru;SP;82721/259844;29/10/2025 13:59;ITAQUAQUECETUBA X BAURU;;"=""1988""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;COPPER BARRAS;GALI ;GALI ;Itaquaquecetuba;SP;Bauru;SP;82561/259598;28/10/2025 22:16;;;"=""23987""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;VIANA DE SOUZA COMERCIAL LTDA;BERNAL & SIROMA;BERNAL & SIROMA;São Paulo;SP;Bauru;SP;82818/260463;29/10/2025 22:29;;;"=""27176""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;STEELSERV;TILIFORM EMBALAGENS FLEXIVEIS LTDA;TILIFORM EMBALAGENS FLEXIVEIS LTDA;São Paulo;SP;Bauru;SP;82816/260449;29/10/2025 22:25;;;"=""122263""";;;Comprovante de Entrega Anexado;03/11/2025 12:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Filter Up;SOLARWAVE ENERGIA LTDA;SOLARWAVE ENERGIA LTDA;Diadema;SP;Bauru;SP;82814/260438;29/10/2025 22:16;;;"=""131161""";;;Comprovante de Entrega Anexado;03/11/2025 12:23;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Sodramar;SOLARWAVE ENERGIA LTDA;SOLARWAVE ENERGIA LTDA;Diadema;SP;Bauru;SP;82801/260386;29/10/2025 21:23;;;"=""362430""";;;Comprovante de Entrega Anexado;03/11/2025 12:23;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DK 136 ACESSÓRIOS AUTOMOTIVOS LTDA;BIGUA ;BIGUA ;São Paulo;SP;Bauru;SP;82780/260274;29/10/2025 18:43;;;"=""4701""";;;Comprovante de Entrega Anexado;03/11/2025 12:23;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INOVA COMERCIAL LTDA;JAQUELINE SUERO DA SILVA;EXLOG;Campinas;SP;Avaré;SP;30905/258898;28/10/2025 14:23;;;"=""4437""";;;Comprovante de Entrega Anexado;03/11/2025 12:25;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CANAA;MARLON OU KAREN;EXLOG;Campinas;SP;Botucatu;SP;30906/258902;28/10/2025 14:28;;;"=""119591""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CAEMMUN INDUSTRIA E COMERCIO DE MOVEIS LTDA.;ANDERSON ROBERTO APARECIDO;EXLOG;Campinas;SP;Boracéia;SP;30909/258911;28/10/2025 14:41;;;"=""277631""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;MAESTRIA TINTAS E SISTEMAS;BIOFRAGANE;Ponta Grossa;PR;Bauru;SP;56515/257629;24/10/2025 19:33;;;"=""66108""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PRIME SHOP LTDA;SANDRA MARGARETE SANCHEZ LEMOS;EXLOG;Campinas;SP;Botucatu;SP;30907/258905;28/10/2025 14:35;;;"=""16214""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Next trading comercial ltda;R G BARCA COMERCIO;R G BARCA COMERCIO;São Paulo;SP;Agudos;SP;83179/261346;30/10/2025 21:44;;;"=""21518""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIO DEFENSE COMERCIO DE MATERIAL DE LIMPEZA LTDA;TECNOFLY;TECNOFLY;Taboão da Serra;SP;Bariri;SP;82989/260613;30/10/2025 05:28;TABOÃO DA SERRA X BARIRI;;"=""2062""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;ASSOCIACAO DOS PLANTADORES DE CANA DO MEDIO TIETE;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Santana de Parnaíba;SP;Lençóis Paulista;SP;83147/261321;30/10/2025 21:04;;;"=""5140""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUCATEX - BOTUCATU;K C ADOLFO;EUCATEX - BOTUCATU;Botucatu;SP;Jaú;SP;33708/261271;30/10/2025 20:23;;;"=""28579""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUCATEX - BOTUCATU;K C ADOLFO;EUCATEX - BOTUCATU;Botucatu;SP;Jaú;SP;33708/261271;30/10/2025 20:23;;;"=""28580""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MUSEU DE ASTRONOMIA E CIENCIAS AFINS;J. T. INDUSTRIA E COMERCIO DE CAFES LTDA - EPP - CAFE AROMA BARIRI;J. T. INDUSTRIA E COMERCIO DE CAFES LTDA - EPP - CAFE AROMA BARIRI;Rio de Janeiro;RJ;Bariri;SP;1672/259948;29/10/2025 16:13;;;"=""11715""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INOXPLASMA - FILIAL;Zantec Usinagem e Manutenção;Zantec Usinagem e Manutenção;São Paulo;SP;Agudos;SP;83131/261193;30/10/2025 19:44;;;"=""120735""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUCATEX - BOTUCATU;RRV ENGENHARIA LTDA.;EUCATEX - BOTUCATU;Botucatu;SP;Jaú;SP;33707/261269;30/10/2025 20:21;;;"=""28577""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUCATEX - BOTUCATU;RRV ENGENHARIA LTDA.;EUCATEX - BOTUCATU;Botucatu;SP;Jaú;SP;33707/261269;30/10/2025 20:21;;;"=""28578""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LAMIEX DISTRIBUIDORA DE PLASTICOS LTDA;OSTENDER MOBILIARIO ;OSTENDER MOBILIARIO ;Campinas;SP;Bauru;SP;30809/258009;27/10/2025 15:07;;;"=""71716""";;;Comprovante de Entrega Anexado;03/11/2025 12:26;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SARFAM IND COM IMP LTDA;NEANDER COSMETICOS;NEANDER COSMETICOS;Diadema;SP;Agudos;SP;83137/261264;30/10/2025 20:17;;;"=""126541""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IMCD FILIAL DIADEMA;HARIBO BRASIL IND. E COM. DE PRODUT ALIMENTÍCIOS LTDA;HARIBO BRASIL IND. E COM. DE PRODUT ALIMENTÍCIOS LTDA;Osasco;SP;Bauru;SP;83084/260806;30/10/2025 15:56;;;"=""41142""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IFF ESSENCIAS E FRAGRANCIAS LTDA;HARIBO BRASIL IND. E COM. DE PRODUT ALIMENTÍCIOS LTDA;HARIBO BRASIL IND. E COM. DE PRODUT ALIMENTÍCIOS LTDA;Osasco;SP;Bauru;SP;83015/260698;30/10/2025 11:03;;;"=""190392""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUCATEX - BOTUCATU;ANTONIO CARLOS ROSIN;EUCATEX - BOTUCATU;Botucatu;SP;Jaú;SP;33709/261274;30/10/2025 20:23;;;"=""28581""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FC - COMERCIO E CONEXOES;RT PONTES ;RT PONTES ;São Paulo;SP;Bauru;SP;82720/259843;29/10/2025 13:56;;;"=""349""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MCB IMPORTS IMPORTADORA LTDA;BLOCO FORTE CONSTRUTORA LTDA;BLOCO FORTE CONSTRUTORA LTDA;Osasco;SP;Agudos;SP;83076/260793;30/10/2025 15:15;;;"=""6201""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SUPERFIBRA INDUSTRIA E COMERCIO DE ISOLANTES ELETRICOS LTDA;GALI ;GALI ;Guarulhos;SP;Bauru;SP;82998/260652;30/10/2025 09:50;;;"=""19515""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;B2 PNEUS - ITAPEVI;CENTER PNEUS COMERCIO E SERVICOS LTDA;B2 PNEUS - ITAPEVI;Itapevi;SP;Barra Bonita;SP;83105/260828;30/10/2025 16:40;;;"=""99470""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;KSOLDA COMERCIO (SP);ARTEJATO INDUSTRIA DE EMBALAGENS LTDA;KSOLDA COMERCIO (SP);Jaú;SP;Dois Córregos;SP;33671/261113;30/10/2025 19:03;;;"=""79582""";;;Comprovante de Entrega Anexado;03/11/2025 12:27;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - SERRA;52.521.040 MARCO ANTONIO ALVES JUNIOR;ROUTE 66 - SERRA;Jundiaí;SP;Itaquaquecetuba;SP;82954/260578;30/10/2025 01:08;;"=""48067""";"=""78044""";;;Entrega Realizada Normalmente;03/11/2025 12:29;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - SERRA;52.521.040 MARCO ANTONIO ALVES JUNIOR;ROUTE 66 - SERRA;Jundiaí;SP;Itaquaquecetuba;SP;82954/260578;30/10/2025 01:08;;;"=""78044""";;;Comprovante de Entrega Anexado;03/11/2025 12:29;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;CIAFILTER SOROCABA LTDA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;Sorocaba;SP;83310/261515;31/10/2025 00:00;;"=""48061""";"=""1114668""";;;Entrega Realizada Normalmente;03/11/2025 12:33;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;CIAFILTER SOROCABA LTDA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;Sorocaba;SP;83310/261515;31/10/2025 00:00;;;"=""1114668""";;;Comprovante de Entrega Anexado;03/11/2025 12:33;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | OSASCO | 0064-00;FRIGELAR | OSASCO | 0064-00;Cajamar;SP;Osasco;SP;83112/260717;30/10/2025 11:54;;;"=""5441""";;;Entrega Programada;03/11/2025 12:35;AGENDAMENTO DE ENTREGA 04/11/2025 ÁS 09:00H.(WILLIAM).
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;GAMA;DRIVERSAO COMERCIO DE BRINQUEDOS LTDA;GAMA;Bauru;SP;Magé;RJ;33431/258355;27/10/2025 18:25;;;"=""876""";;;Comprovante de Entrega Anexado;03/11/2025 12:39;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | RIO DE JANEIRO;CONSTRUTORA JUSTINIANO ROCHA;FRIGELAR | RIO DE JANEIRO;Duque de Caxias;RJ;Rio de Janeiro;RJ;1675/260707;30/10/2025 11:27;;;"=""47659""";;;Comprovante de Entrega Anexado;03/11/2025 12:39;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | NAVEGANTES | 0049-63;RAMAR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;FRIGELAR | NAVEGANTES | 0049-63;Navegantes;SC;Nova Iguaçu;RJ;1917/257645;24/10/2025 19:45;;;"=""730123""";;;Comprovante de Entrega Anexado;03/11/2025 12:41;
