Filial;Remetente;Destinatário;Faturado;Origem;Estado Origem;Destino;Estado Destino;Doc/Minuta;Data Frete;N° Referência;N° Manifesto;Nota Fiscal;Agente de Entrega;Agente de Coleta;Ocorrência;Data Ocorrência;Observações ocorrência
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MUSTANG PLURON QUIMICA LTDA.;ENVASADORA RENATA LTDA;MUSTANG PLURON QUIMICA LTDA.;Osasco;SP;Teresópolis;RJ;83450/262027;31/10/2025 17:17;;;"=""477367""";;;Mercadoria em Transferência;02/11/2025 12:14;Manifesto 48048 - SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - TRANSFERÊNCIA
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;COFREMAT COMERCIO DE MATERIAIS PARA;VIBRA ENERGIA S.A;COFREMAT COMERCIO DE MATERIAIS PARA;São Bernardo do Campo;SP;Rio de Janeiro;RJ;83634/262415;31/10/2025 22:50;;;"=""11111""";;;Mercadoria em Transferência;02/11/2025 12:14;Manifesto 48048 - SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - TRANSFERÊNCIA
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993041""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993040""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993039""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993042""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993043""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993045""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993048""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993050""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993053""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993054""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993055""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993056""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993026""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993082""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993085""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993066""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993065""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993057""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992958""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992992""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992991""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992990""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992989""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992988""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992987""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992986""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992985""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992983""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992981""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992979""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992978""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992977""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992973""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992972""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992959""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992984""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992785""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992993""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993015""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993014""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993013""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993011""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993010""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993009""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993008""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""992999""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993003""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993002""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993020""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993021""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993017""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993035""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993034""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993033""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993032""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993031""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993030""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993029""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CURITIBA | 0003-80;Cachoeirinha;RS;Curitiba;PR;2975/258192;27/10/2025 17:24;;;"=""993028""";;;Saida para Entrega;03/11/2025 05:37;Manifesto 48039 - CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
